,word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
4260,encompass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4261,encore,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4262,encounter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4263,encourage,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4264,encouragement,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4265,encroach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4266,encroachment,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4267,encrypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4268,encumbrance,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4269,encyclopedia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4270,end,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4271,endanger,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4272,endangered,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4273,endeavor,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4274,ended,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4275,endemic,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4276,ending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4277,endless,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
4278,endocarditis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4279,endorsement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4280,endow,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4281,endowed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4282,endowment,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4283,endpapers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4284,endpoint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4285,endurance,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4286,endure,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4287,enema,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4288,enemy,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4289,energetic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4290,energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4291,enforce,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
4292,enforcement,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4293,engage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4294,engaged,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4295,engagement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4296,engaging,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4297,engender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4298,engine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4299,engineer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4301,engrave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4302,engraved,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4303,engraver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4304,engraving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4305,engrossed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4306,engrossing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4307,engulf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4308,enhance,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4309,enigma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4310,enigmatic,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4311,enjoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4312,enjoy,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4313,enjoying,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4314,enlarged,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4315,enlargement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4316,enlighten,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4317,enlightenment,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4318,enlist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4319,enliven,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
4320,enmity,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4321,enormity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4322,enormous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,enormously,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4324,enrich,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4325,enroll,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4326,ensemble,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4327,ensign,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4328,enslave,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4329,enslaved,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4330,enslavement,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4331,ensue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4332,ensure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4333,entail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4334,entangled,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4335,entanglement,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4336,enter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4337,enterprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4338,enterprising,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4339,entertain,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4340,entertained,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4341,entertaining,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4342,entertainment,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
4343,enthusiasm,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4344,enthusiast,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4345,entice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4346,entire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4347,entirety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4348,entitle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4349,entity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4350,entomology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4351,entrails,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4352,entrance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4353,entreat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4354,entree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4355,entrepreneur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4356,entrust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4357,entry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4358,enumerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4359,enumeration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4360,envelope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4361,envious,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4362,environ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4363,environment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4364,environs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4365,envision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4366,envoy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4367,ephemeral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4368,ephemeris,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4369,epic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4370,epidemic,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
4371,epidermis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4372,epilepsy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4373,epilogue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4374,episcopal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4375,episode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4376,episodic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4377,epistle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4378,epitaph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4379,epithet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4380,epitome,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4381,epoch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4382,equal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4383,equality,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4384,equalization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4385,equalize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4386,equally,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4387,equate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4388,equation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4389,equator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4390,equatorial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4391,equestrian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4392,equidistant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393,equilibration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4394,equilibrium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4395,equip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4396,equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4397,equitable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4398,equity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4399,equivalence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,equivalent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4401,equivocal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4402,era,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4403,eradicate,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4404,eradication,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4405,erase,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4406,erasure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4407,ere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4408,erect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4409,erection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4410,ergo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4411,erode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4412,erosion,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4413,erotic,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
4414,err,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4415,errand,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4416,errant,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4417,erratic,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4418,erratum,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4419,erroneous,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4420,error,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4421,erst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4422,erudite,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4423,erupt,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4424,eruption,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4425,escalade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4426,escalate,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4427,escalator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4428,escape,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
4429,escaped,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,escarpment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4431,eschew,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4432,escort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4433,esoteric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4434,especial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4435,espionage,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4436,espouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4437,esprit,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4438,essay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4439,essayist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4440,essence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4441,essential,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4442,essentially,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4443,establish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4444,established,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4445,establishment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4446,estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4447,esteem,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
4448,esthetic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4449,estimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4450,estimation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4451,estoppel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4452,estranged,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4453,estrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4454,estuary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4455,etch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4456,etching,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4457,eternal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4458,eternity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4459,ethanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4460,ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4461,ethereal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4462,ethical,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4463,ethics,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4464,ethnography,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4465,etiology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4466,etiquette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4467,etymology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4468,euchre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4469,eugenics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4470,eulogy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4471,euphemism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4472,euthanasia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4473,evacuate,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4474,evacuation,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4475,evade,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4476,evaluate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4477,evanescence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4478,evangelical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4479,evangelist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4480,evangelistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4481,evaporation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4482,evasion,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4483,eve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4484,evening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4485,event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4486,eventful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4487,eventual,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4488,eventuality,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4489,evergreen,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4490,everlasting,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4491,evermore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4492,everyday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4493,evict,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4494,eviction,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4495,evidence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4496,evident,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4497,evil,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4498,evoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4499,evolution,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4500,evolve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4501,ewe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4502,exacerbate,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4503,exacerbation,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4504,exacting,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4505,exaggerate,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4506,exaggerated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4507,exaggeration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4508,exalt,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4509,exaltation,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4510,exalted,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4511,exam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4512,examination,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4513,examine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4514,examiner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4515,exasperation,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4516,excavate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4517,excavation,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4518,excavator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4519,exceed,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4520,exceeding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4521,excel,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
4522,excellence,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4523,excellent,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4524,excepting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4525,exception,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4526,excerpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4527,excess,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4528,excessive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4529,excessively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530,exchange,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4531,excise,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4532,excision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4533,excitability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4534,excitable,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4535,excitation,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
4536,excite,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
4537,excited,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
4538,excitement,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4539,exciting,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4540,exclaim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4541,excluded,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4542,excluding,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4543,exclusion,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4544,excrement,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4545,excretion,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4546,excruciating,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4547,excursion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4548,excuse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4549,execute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4550,execution,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4551,executioner,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4552,executive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4553,executor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4554,exegesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4555,exemplar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
